age,monthly_income,loan_amount,loan_term,dti,credit_history,num_dependents,name,job,city,default
48,9600,3035,48,0.5019355807808606,9,5,Ahmad 320,Journalist,Putrajaya,0
50,7150,45231,60,0.6050712534377437,6,1,John 321,Social Media Manager,Keningau,1
49,1700,41745,60,0.5598905318457854,1,5,Ahmad 322,Technician,Kangar,1
26,5156,18241,48,0.4864050355361782,1,0,John 323,Factory Worker,Lahad Datu,1
55,8622,24154,60,0.5049328040894001,7,4,Ahmad 324,Operations Manager,Cyberjaya,1
61,6247,26625,36,0.17641191042788618,9,1,John 325,Dentist,Pasir Mas,1
57,5657,45950,24,0.8127329043046794,9,3,Ahmad 326,Technician,Johor Bahru,1
44,6800,34066,60,0.5417603199410154,9,5,John 327,Dentist,Besut,1
49,3755,34691,36,0.1310798617047031,4,3,Ahmad 328,Nurse,Alor Gajah,1
51,5956,14331,24,0.7661571015827779,9,1,John 329,Content Creator,Kuala Kangsar,1
55,4499,21690,24,0.9324439783773508,1,1,Ahmad 330,Data Scientist,Melaka City,1
53,4960,20183,60,0.9473068992369621,4,1,John 331,Content Creator,Port Dickson,1
41,6656,40346,36,0.36901773241117275,7,2,Ahmad 332,Graphic Designer,Gua Musang,1
52,3146,5875,60,0.13551687356075404,5,5,John 333,Police Officer,Nilai,1
43,7575,13254,48,0.5183996266330652,2,4,Ahmad 334,Business Analyst,Kampar,1
53,4154,29621,24,0.11260922934922069,7,4,John 335,Teacher,Jitra,1
23,5521,11905,60,0.9339874185126172,8,3,Ahmad 336,Police Officer,Nibong Tebal,1
38,2198,47121,24,0.183579627355146,4,3,John 337,Operations Manager,Nilai,1
45,6439,16882,36,0.2527658599511641,1,3,Ahmad 338,Civil Engineer,Nilai,1
62,7893,20041,12,0.40663652688497043,1,5,John 339,Journalist,Kota Kinabalu,1
51,3970,30098,60,0.3831644685591258,6,0,Ahmad 340,Accountant,Nilai,1
23,2779,43431,60,0.794662892397889,0,3,John 341,Police Officer,Kota Bharu,1
60,5555,34709,24,0.45631682055096234,9,1,Ahmad 342,Dentist,Sandakan,1
44,7909,35675,36,0.1707682600033369,1,3,John 343,Director,Kulim,1
52,2100,5837,48,0.2672098954860741,9,1,Ahmad 344,Graphic Designer,Raub,1
42,2787,47448,36,0.509113385187522,3,2,John 345,Content Creator,Port Dickson,1
43,4091,25489,60,0.1474539174261349,0,0,Ahmad 346,Electrician,Miri,1
22,3359,18627,48,0.6116556756460141,3,0,John 347,Business Analyst,Bahau,1
47,3365,6696,36,0.5657473065511459,9,5,Ahmad 348,Plumber,Sitiawan,1
62,1700,49994,12,0.7147023163822577,4,5,John 349,CEO,Segamat,1
22,6178,14543,24,0.9377046153793677,8,4,Ahmad 350,Graphic Designer,Semporna,1
46,5677,13615,36,0.9122545611011557,0,2,John 351,Project Manager,Cameron Highlands,1
37,1700,2466,36,0.9460756180688313,4,5,Ahmad 352,CEO,Sungai Petani,1
60,7914,31771,12,0.24471559702370094,1,1,John 353,Delivery Rider,Kluang,1
53,8362,19350,60,0.13156530663935462,8,2,Ahmad 354,Civil Engineer,Kota Kinabalu,1
29,3498,1375,24,0.3022767004964485,5,0,John 355,Delivery Rider,Jitra,0
63,7333,34030,36,0.8950851727663146,1,1,Ahmad 356,Plumber,George Town,1
59,3854,21746,48,0.9720534746234882,2,2,John 357,Data Scientist,Sri Aman,1
49,5362,23886,36,0.859324951070476,7,0,Ahmad 358,Content Creator,Ampang,1
62,3328,45348,24,0.1100177211275436,0,5,John 359,Clerk,Raub,1
46,9428,43904,36,0.9474279980597932,2,1,Ahmad 360,Lawyer,Kuantan,1
55,4407,33651,12,0.423358027350786,9,1,John 361,Journalist,Pasir Mas,1
45,5252,8833,36,0.009310290762353679,0,0,Ahmad 362,Pharmacist,Seremban,0
44,3624,2893,36,0.4423937407481936,7,1,John 363,Marketing Manager,Lahad Datu,0
33,8722,31573,48,0.04606916967546759,0,5,Ahmad 364,Graphic Designer,George Town,1
27,8773,32371,12,0.5438779211611176,4,5,John 365,Operations Manager,Taiping,1
56,8261,41874,12,0.3385540274370513,3,5,Ahmad 366,Accountant,Kuala Lumpur,1
40,6912,12826,36,0.47343493359404876,6,0,John 367,Content Creator,Cameron Highlands,1
21,3750,35420,48,0.613170360743117,4,3,Ahmad 368,Police Officer,Raub,1
28,6655,22924,36,0.8688010958178203,7,3,John 369,Lawyer,Jasin,1
36,4985,34367,36,0.6619015764719286,0,1,Ahmad 370,Nurse,Arau,1
34,7624,22199,24,0.4340488684781807,4,5,John 371,Mechanic,Kuala Lumpur,1
32,7231,26868,24,0.8194278536703651,3,1,Ahmad 372,Sales Executive,Kota Bharu,1
43,3701,9792,48,0.9055821375731322,2,0,John 373,Marketing Manager,Nibong Tebal,1
35,6895,21597,60,0.11975996643219722,4,1,Ahmad 374,Delivery Rider,Temerloh,1
48,6364,37405,24,0.5319329775527915,9,4,John 375,Social Media Manager,Bukit Mertajam,1
54,1700,33696,60,0.28451195974244414,2,3,Ahmad 376,Technician,Alor Setar,0
22,6601,44123,12,0.0470611978769474,7,1,John 377,Financial Advisor,Tanah Merah,1
52,4136,16989,24,0.6685466951139853,2,1,Ahmad 378,Real Estate Agent,Bayan Lepas,1
43,3227,29931,24,0.8627707774592256,0,2,John 379,Pharmacist,Puchong,1
42,3313,10290,48,0.16290265447739405,8,1,Ahmad 380,Police Officer,Kampar,1
45,4729,39367,60,0.8124136576239005,8,4,John 381,Police Officer,Sibu,1
42,5960,15342,24,0.8533957335369416,5,3,Ahmad 382,Software Engineer,Bentong,1
42,2269,25941,24,0.9143404426664835,9,2,John 383,Chef,Sitiawan,1
62,5379,14945,48,0.2652850890860524,0,0,Ahmad 384,Mechanical Engineer,Sibu,1
26,6153,11762,48,0.9039530651898893,7,0,John 385,Data Scientist,Ampang,1
35,8723,31133,60,0.32066275473643224,1,3,Ahmad 386,Waiter,George Town,1
63,2846,48080,12,0.5523380134555028,8,0,John 387,Editor,Klang,1
57,4300,41150,12,0.05050747083228213,7,4,Ahmad 388,Social Media Manager,Jasin,1
53,5523,28052,36,0.043881088368743604,2,1,John 389,Software Engineer,Shah Alam,1
28,7294,42750,24,0.7203732127322029,4,3,Ahmad 390,Pharmacist,Sepang,1
64,4391,20953,60,0.44447997797779104,8,2,John 391,Software Engineer,Keningau,1
64,7397,41475,24,0.25629237536921756,0,1,Ahmad 392,Real Estate Agent,Ipoh,1
25,1700,18130,60,0.1904134960249102,8,0,John 393,Architect,Jasin,1
59,2493,32086,60,0.6699534908592181,3,0,Ahmad 394,Social Media Manager,Bayan Lepas,1
24,5697,5633,60,0.00040154402533987277,3,2,John 395,Director,Kapit,0
26,2178,18304,24,0.8058911691968542,3,4,Ahmad 396,Human Resources Manager,Kuala Kangsar,1
52,2651,43037,48,0.07924960612992882,9,2,John 397,Civil Engineer,Kota Bharu,1
50,3944,33284,24,0.19148961490811944,8,3,Ahmad 398,Dentist,Bayan Lepas,1
55,6542,47546,60,0.3862363952990896,5,2,John 399,Marketing Manager,Sungai Petani,1
60,1700,8008,36,0.4848587397161036,7,0,Ahmad 400,Mechanical Engineer,Kulim,1
36,5340,49291,12,0.35499511581394183,3,4,John 401,Factory Worker,Segamat,1
33,7065,28405,60,0.3207121649842939,2,4,Ahmad 402,Marketing Manager,Gua Musang,1
62,4610,37386,36,0.9639160120731884,0,5,John 403,Chef,Johor Bahru,1
50,4262,26373,48,0.6415796812433943,9,2,Ahmad 404,Sales Executive,Jasin,1
39,5803,21827,60,0.02343295536738821,6,3,John 405,Accountant,Nilai,1
37,4615,34040,36,0.4301759084443132,3,0,Ahmad 406,Pharmacist,Melaka City,1
39,7780,14007,60,0.8750086997439702,7,1,John 407,Journalist,Alor Setar,1
48,2777,19157,24,0.30145618641066796,2,4,Ahmad 408,Lawyer,Ipoh,1
46,4896,33157,36,0.09455634477438823,0,2,John 409,Director,Kuala Lumpur,1
57,5411,36315,24,0.7583847715899178,4,5,Ahmad 410,Plumber,Kangar,1
46,4243,36932,24,0.6060138319360813,1,3,John 411,Police Officer,Kajang,1
43,1700,22164,36,0.5703125078265039,2,3,Ahmad 412,Content Creator,Kota Tinggi,0
29,4678,15414,12,0.053576559607407925,5,0,John 413,Customer Service Representative,Dungun,1
32,6800,15327,36,0.14049900979551733,2,4,Ahmad 414,Lawyer,Semporna,1
21,6556,49344,12,0.6225493962131138,2,0,John 415,Plumber,Bukit Mertajam,1
21,5709,1946,60,0.2078238414588358,5,5,Ahmad 416,Editor,Taiping,0
54,2804,15693,60,0.5040700797484243,4,1,John 417,Dentist,George Town,1
52,5790,28241,36,0.5448816860293935,9,1,Ahmad 418,Doctor,Butterworth,1
45,3853,31254,60,0.2835071902709394,8,1,John 419,Marketing Manager,Semporna,1
60,5706,16540,48,0.9484251555414929,0,3,Ahmad 420,Data Scientist,Sungai Petani,1
21,5243,7719,24,0.8424641068355752,2,4,John 421,Mechanical Engineer,Kota Tinggi,1
36,3047,42203,24,0.7223735076327985,2,0,Ahmad 422,Journalist,Gua Musang,1
59,3215,26081,12,0.07799386640940908,5,0,John 423,Operations Manager,Sepang,1
25,5710,12350,60,0.10613001930901944,7,5,Ahmad 424,Clerk,Putrajaya,1
42,4557,37358,12,0.4927813458649557,2,1,John 425,Marketing Manager,Kampar,1
49,3319,33021,24,0.16071334919098568,2,4,Ahmad 426,Software Engineer,Tanah Merah,1
23,3154,43832,24,0.9782654635294741,5,4,John 427,Editor,Cameron Highlands,1
32,4392,29369,60,0.15852023402740945,7,5,Ahmad 428,Teacher,Kuantan,1
46,8136,32728,48,0.487467835463974,5,2,John 429,Graphic Designer,Raub,1
36,3947,18576,48,0.3641210568415054,9,4,Ahmad 430,Nurse,Kapit,1
57,4971,30001,60,0.639386421454098,2,4,John 431,Marketing Manager,Melaka City,1
42,5203,18848,60,0.12903640888942491,3,0,Ahmad 432,Business Analyst,Kuching,1
49,2737,1390,12,0.4303164280423909,0,5,John 433,Police Officer,Semporna,0
34,1700,22999,60,0.27470503280714365,7,4,Ahmad 434,Pharmacist,Nibong Tebal,1
48,2946,46436,48,0.887751524671688,3,4,John 435,Pharmacist,Nibong Tebal,1
25,5494,12569,60,0.040585712134695084,5,0,Ahmad 436,Software Engineer,Kampar,1
50,5174,14029,12,0.9137274940064593,2,4,John 437,Teacher,Besut,1
25,6404,23490,12,0.8329941385530004,5,0,Ahmad 438,Nurse,Taiping,1
32,5193,46875,12,0.29757071644081545,8,2,John 439,Mechanic,Klang,1
36,4780,36328,12,0.7892906546771047,8,3,Ahmad 440,Mechanical Engineer,Kajang,1
46,3791,6867,36,0.03121356033874756,9,0,John 441,Delivery Rider,Kota Bharu,1
46,6769,16284,60,0.9668655502933936,2,0,Ahmad 442,Graphic Designer,Johor Bahru,1
41,3161,34979,24,0.5265949425897893,2,4,John 443,Real Estate Agent,Bahau,1
59,2779,10121,60,0.30328102606544527,3,0,Ahmad 444,Accountant,Kuala Kangsar,1
56,6134,2539,36,0.3625832125946771,6,5,John 445,CEO,Sitiawan,0
53,2333,26488,12,0.06640535346049736,2,1,Ahmad 446,Pharmacist,Langkawi,1
50,9829,18027,36,0.9893495140420392,9,1,John 447,Civil Engineer,Putrajaya,1
57,5159,9693,48,0.03929194515069245,7,2,Ahmad 448,Civil Engineer,Langkawi,1
43,5695,9921,48,0.654907123147859,7,0,John 449,Director,Teluk Intan,1
30,3383,11310,60,0.4427359277064583,5,5,Ahmad 450,Factory Worker,Nibong Tebal,1
25,4369,46512,60,0.9489162181887151,3,4,John 451,Mechanical Engineer,Muar,1
56,4146,31908,24,0.24599974030679517,4,4,Ahmad 452,Graphic Designer,Lahad Datu,1
54,3916,5386,24,0.5320868239380113,1,3,John 453,Clerk,Semporna,0
51,6265,33263,48,0.48235620858275297,5,2,Ahmad 454,Waiter,Kangar,1
30,4100,29412,12,0.7028664440501013,2,5,John 455,Data Scientist,Taiping,1
39,7035,18303,36,0.06801023195242051,5,5,Ahmad 456,Civil Engineer,Kuala Terengganu,1
52,10326,13242,24,0.19378913002335485,4,4,John 457,Police Officer,Kampar,0
21,4408,48025,24,0.21456482009284983,1,3,Ahmad 458,Dentist,Alor Setar,1
25,5304,9947,12,0.7381507548416897,4,4,John 459,Marketing Manager,Arau,1
24,5758,47714,12,0.18913869632674007,4,3,Ahmad 460,Journalist,Mentakab,1
36,8623,6930,60,0.5734917638909767,8,1,John 461,Civil Engineer,Nilai,1
44,4834,39170,36,0.2152438205009537,7,5,Ahmad 462,Teacher,Alor Gajah,1
36,3341,49785,12,0.8616249500839784,6,1,John 463,Chef,Keningau,1
22,2467,1507,24,0.9421854544896385,2,4,Ahmad 464,Social Media Manager,Raub,1
48,4884,2436,24,0.5184929749422404,9,2,John 465,Project Manager,Kluang,0
52,4103,28151,48,0.3523088842091783,3,0,Ahmad 466,Grab Driver,Ipoh,1
47,9020,12618,12,0.23405777501749914,5,2,John 467,Grab Driver,Kuala Kangsar,1
40,8539,9750,60,0.049781001523043766,2,2,Ahmad 468,Nurse,Shah Alam,0
44,2931,17122,36,0.2685000761974954,8,0,John 469,Mechanic,Arau,1
32,3578,8354,60,0.6542357799453179,7,5,Ahmad 470,Operations Manager,Bayan Lepas,1
55,5147,45062,24,0.5336169313092108,5,1,John 471,Operations Manager,Kuala Kangsar,1
53,7794,31979,60,0.9440412782809274,3,1,Ahmad 472,Operations Manager,Ampang,1
53,5114,21900,24,0.3962772624917006,6,5,John 473,Director,Sri Aman,1
63,3705,14840,24,0.6938633423283945,2,0,Ahmad 474,Technician,Sibu,1
57,4882,38167,24,0.4893227474751214,9,3,John 475,Project Manager,Besut,1
32,3743,6037,24,0.5125762159242117,7,2,Ahmad 476,Technician,Bentong,1
23,6204,29633,24,0.2677743146041175,0,4,John 477,Software Engineer,Melaka City,1
21,3581,25495,48,0.4549507768419997,2,1,Ahmad 478,Mechanical Engineer,Kota Bharu,1
53,3979,16848,60,0.47078499701270726,4,5,John 479,Doctor,Dungun,1
60,7323,37483,48,0.7066425217489339,4,4,Ahmad 480,Pharmacist,Sri Aman,1
30,3463,48645,48,0.9406399991861139,9,0,John 481,Dentist,Jitra,1
63,2107,8837,12,0.3293212774825043,1,4,Ahmad 482,Customer Service Representative,Kuala Terengganu,1
64,5189,35069,12,0.042200468581298445,9,4,John 483,Teacher,Mentakab,1
49,4279,8370,12,0.4962951255006397,7,2,Ahmad 484,Lawyer,Pasir Gudang,1
33,6022,7411,36,0.5444613321491686,4,0,John 485,Software Engineer,Alor Setar,0
32,5634,40133,12,0.16844055113191525,6,4,Ahmad 486,Receptionist,Bentong,1
51,4936,31499,60,0.7604646062760667,6,1,John 487,Electrician,Sungai Petani,1
22,4877,31225,48,0.9849291084414916,4,0,Ahmad 488,Journalist,Sandakan,1
55,3528,49217,60,0.9457747170084609,7,1,John 489,Electrician,Iskandar Puteri,1
43,5166,1692,12,0.19710603882365219,8,5,Ahmad 490,Nurse,Cameron Highlands,0
37,6762,29926,36,0.8753632399007607,3,5,John 491,Civil Engineer,Sibu,1
46,3053,35246,36,0.7044936364116847,3,3,Ahmad 492,Accountant,Tawau,1
28,4989,40164,48,0.4538465638069116,7,5,John 493,Dentist,Kajang,1
49,7076,9448,60,0.540610994324729,0,4,Ahmad 494,Project Manager,George Town,1
46,6010,44390,24,0.8496001749824581,3,0,John 495,Business Analyst,Subang Jaya,1
30,7618,11073,60,0.48013493963837317,5,5,Ahmad 496,Doctor,Besut,1
46,3863,36414,12,0.37320736910512686,3,1,John 497,Mechanical Engineer,Kangar,1
54,1700,6209,24,0.4932474930259858,5,4,Ahmad 498,Customer Service Representative,Kangar,1
61,5401,7533,36,0.5791298040350491,4,5,John 499,Financial Advisor,Bukit Mertajam,1
27,5725,22061,48,0.18907765377834884,8,2,Ahmad 500,Customer Service Representative,Kuala Lumpur,1
24,7736,8211,48,0.9009077302669907,9,1,John 501,Technician,Kuantan,1
31,7376,10927,36,0.6741869488296138,8,1,Ahmad 502,Mechanical Engineer,Tanah Merah,1
49,6073,12927,12,0.6332689173374889,3,3,John 503,CEO,Pasir Mas,1
56,6530,25594,36,0.09949622618063814,3,2,Ahmad 504,Journalist,Kuala Lumpur,1
45,4616,10316,12,0.6041739381725918,7,3,John 505,Receptionist,Rawang,1
41,2561,13177,24,0.12096066223849233,9,5,Ahmad 506,Nurse,Besut,1
56,5235,11846,36,0.07869767519539905,3,2,John 507,Clerk,Bentong,1
30,6965,8933,12,0.5273108956423933,1,1,Ahmad 508,CEO,Arau,0
57,6312,39244,24,0.402785534046495,1,3,John 509,Delivery Rider,Seremban,1
29,6667,47621,36,0.5888102701562232,0,4,Ahmad 510,Electrician,Puchong,1
44,4144,41696,48,0.0892221680572386,4,2,John 511,Graphic Designer,Taiping,1
55,4468,3080,36,0.4309830628472584,5,1,Ahmad 512,Data Scientist,Kampar,0
55,5966,7089,60,0.17478671504515797,8,0,John 513,Real Estate Agent,Cyberjaya,0
56,3906,27123,36,0.9871000859241166,4,2,Ahmad 514,Financial Advisor,Subang Jaya,1
38,3968,8797,60,0.5611502124351744,5,2,John 515,Civil Engineer,Gua Musang,1
59,5595,9346,24,0.6874368609408673,5,5,Ahmad 516,Human Resources Manager,Bayan Lepas,1
52,6521,20878,36,0.3254182806826078,2,4,John 517,Teacher,Kuantan,1
44,4600,34672,24,0.09473891477934415,3,5,Ahmad 518,Graphic Designer,Putrajaya,1
43,2673,18653,24,0.9758708627835366,0,2,John 519,Marketing Manager,Butterworth,1
52,3528,43742,12,0.2862590353831832,3,2,Ahmad 520,Technician,Mersing,1
57,5407,27140,24,0.4238081851735742,0,4,John 521,Software Engineer,Sandakan,1
32,5383,2184,24,0.649863921702575,4,4,Ahmad 522,Human Resources Manager,Kota Tinggi,0
33,5482,35493,36,0.024697297686111286,7,3,John 523,Operations Manager,Langkawi,1
43,6042,45148,36,0.8102591305172869,7,1,Ahmad 524,Waiter,Alor Setar,1
45,5011,25846,48,0.5365781900286203,4,1,John 525,Mechanic,Shah Alam,1
55,5530,46825,12,0.27821718706882215,9,3,Ahmad 526,Accountant,Rawang,1
61,4909,23195,24,0.06160798529246925,1,1,John 527,Police Officer,Besut,1
50,7297,6606,12,0.16249841547444144,5,2,Ahmad 528,Software Engineer,Lahad Datu,0
37,7864,4956,60,0.8950338588534369,0,3,John 529,Teacher,Johor Bahru,0
40,2621,17555,24,0.686024223935891,6,3,Ahmad 530,Delivery Rider,Bahau,1
45,4489,25849,12,0.24990172163688984,3,1,John 531,Mechanical Engineer,Seremban,1
42,5065,19690,48,0.06560076494502953,4,0,Ahmad 532,CEO,Kangar,1
33,4466,49849,48,0.6906153123866363,5,1,John 533,Delivery Rider,Jasin,1
39,8585,27347,24,0.5724077259677651,0,5,Ahmad 534,Mechanic,Sibu,1
56,5447,34189,60,0.404519524458235,8,0,John 535,Business Analyst,Teluk Intan,1
32,3389,39308,48,0.36361144919006383,9,3,Ahmad 536,Receptionist,Kuching,1
61,6192,26785,48,0.2168142759291083,3,0,John 537,Mechanic,Petaling Jaya,1
39,5541,33698,60,0.6696112565375176,7,2,Ahmad 538,Social Media Manager,Kota Tinggi,1
32,5608,16966,12,0.9706680277938705,4,4,John 539,Mechanic,Iskandar Puteri,1
29,8615,32097,48,0.17571524583682585,7,0,Ahmad 540,Receptionist,Bentong,1
27,5701,16882,36,0.5971166200155034,0,5,John 541,Sales Executive,Petaling Jaya,1
48,4392,5675,48,0.4241850557459762,7,4,Ahmad 542,Doctor,Keningau,1
34,1700,42850,12,0.4466887217446649,3,2,John 543,Chef,Sandakan,1
51,4669,14009,12,0.2541472801278144,1,5,Ahmad 544,Operations Manager,Gua Musang,1
39,7611,28843,24,0.8251348756614191,5,4,John 545,Delivery Rider,Port Dickson,1
36,4817,30793,36,0.4852556041472411,1,2,Ahmad 546,Data Scientist,Alor Gajah,1
25,1700,40516,12,0.5434058521982641,4,4,John 547,Mechanical Engineer,Sibu,1
55,4003,39871,60,0.30476091279732576,1,4,Ahmad 548,Social Media Manager,Kuantan,1
32,6985,18857,36,0.18180846566694975,2,1,John 549,Marketing Manager,Klang,1
45,6091,20627,36,0.08591038820282049,5,5,Ahmad 550,Civil Engineer,Bayan Lepas,1
41,3320,19565,60,0.7141191409249159,0,5,John 551,Social Media Manager,Tanah Merah,1
56,3869,27025,48,0.19623428168785562,5,0,Ahmad 552,Grab Driver,Tanah Merah,1
43,4178,28832,60,0.6900753541887977,2,5,John 553,Chef,Kampar,1
36,3674,45116,60,0.3903764460469539,6,5,Ahmad 554,Grab Driver,Batu Pahat,1
59,1700,10782,48,0.41577480098965147,1,4,John 555,Mechanic,Rawang,1
62,6527,39650,48,0.4691774960927717,5,3,Ahmad 556,Doctor,Sungai Petani,1
59,7514,23366,48,0.3677085081275432,7,1,John 557,Receptionist,Bukit Mertajam,1
34,1963,29557,48,0.10061997722259008,0,0,Ahmad 558,Accountant,Kajang,1
51,7487,6798,48,0.3096318100028458,8,1,John 559,Software Engineer,Tanah Merah,0
25,4793,10627,60,0.6637343606939384,4,0,Ahmad 560,Director,Melaka City,1
55,7450,42183,24,0.665784401468871,4,2,John 561,Software Engineer,Kampar,1
43,5075,13466,24,0.28622430723999437,4,4,Ahmad 562,CEO,Jitra,1
49,5271,43614,12,0.46010262655768797,5,5,John 563,Teacher,Taiping,1
63,5744,13720,24,0.19344722801193748,1,5,Ahmad 564,Software Engineer,Kampar,1
31,3419,42913,24,0.21037208152983577,5,3,John 565,Software Engineer,Bintulu,1
38,7389,38292,60,0.023047088406607408,3,1,Ahmad 566,Director,Butterworth,1
32,2757,7559,48,0.8967465499077446,7,1,John 567,Pharmacist,Nibong Tebal,1
29,4195,41388,48,0.2107066650749062,8,1,Ahmad 568,Human Resources Manager,Kota Tinggi,1
30,6048,20158,60,0.22753387693646332,8,5,John 569,Real Estate Agent,Temerloh,1
64,3981,31916,24,0.2796014326451318,7,1,Ahmad 570,Journalist,Semporna,1
37,6555,23057,60,0.127408071695429,2,4,John 571,Dentist,Kuantan,1
58,7751,36892,12,0.6392628831813628,9,0,Ahmad 572,Human Resources Manager,Mentakab,1
27,7025,42439,48,0.07514295317758657,3,5,John 573,Doctor,Bentong,1
33,1700,12706,36,0.13420242632635027,0,4,Ahmad 574,Electrician,Lahad Datu,1
60,5251,13070,12,0.6447567265900929,8,2,John 575,Mechanic,Nibong Tebal,1
62,7057,41902,12,0.33966062048144274,4,4,Ahmad 576,Business Analyst,Kangar,1
29,2366,1924,60,0.707947826701189,5,4,John 577,Delivery Rider,Rawang,1
47,6447,27478,24,0.557424744670142,2,2,Ahmad 578,Waiter,Kuala Lumpur,1
22,6334,6506,48,0.25602117306151306,9,4,John 579,Marketing Manager,George Town,1
25,2575,47418,36,0.6508279504893281,7,0,Ahmad 580,Content Creator,Sitiawan,1
49,6668,36163,12,0.11627368029288065,6,5,John 581,Receptionist,Sibu,1
57,5545,25604,36,0.5364103830800304,0,3,Ahmad 582,Business Analyst,Johor Bahru,1
58,6300,16310,24,0.43714810504503465,9,2,John 583,Software Engineer,George Town,1
39,3067,9226,24,0.2678735828174408,4,5,Ahmad 584,Software Engineer,Kuala Kangsar,1
28,5300,12781,36,0.6040049977395001,9,1,John 585,Marketing Manager,Sri Aman,1
21,1700,6515,48,0.8713335923402825,8,0,Ahmad 586,Police Officer,Kapit,1
42,1700,37133,24,0.9989046997630767,5,3,John 587,Data Scientist,Jasin,1
37,5281,17972,36,0.6077627687434245,7,0,Ahmad 588,Mechanical Engineer,Sri Aman,1
27,7201,33092,12,0.40470587432917016,9,0,John 589,Dentist,Kampar,1
45,5505,12410,36,0.2252071002162016,0,1,Ahmad 590,Dentist,Kota Bharu,0
24,4873,20522,36,0.25709608939511175,9,3,John 591,Technician,Ipoh,1
56,4624,10095,60,0.4794549781497657,6,0,Ahmad 592,Technician,Arau,1
26,3114,24047,24,0.36727770128070925,2,1,John 593,Graphic Designer,Alor Setar,1
51,4556,21470,48,0.9138145226249442,8,2,Ahmad 594,Pharmacist,Tanah Merah,1
39,5843,44129,48,0.36829546765570953,5,1,John 595,Financial Advisor,Kapit,1
64,4129,9531,60,0.3734445911454355,4,4,Ahmad 596,Accountant,Alor Setar,1
59,6501,38038,48,0.38353451243397696,7,5,John 597,Chef,Mentakab,1
47,5391,23403,36,0.8366202103676581,7,1,Ahmad 598,Journalist,Iskandar Puteri,1
30,5633,43674,60,0.6507883208469019,2,1,John 599,Civil Engineer,Mentakab,1
46,6777,30122,12,0.6141688503188927,1,1,Ahmad 600,Plumber,Raub,1
39,3946,17940,24,0.3341430223838622,1,0,John 601,Graphic Designer,Kluang,1
59,6318,30831,24,0.8179041768324394,4,3,Ahmad 602,Sales Executive,Alor Setar,1
23,4227,12279,24,0.038363861355701134,9,1,John 603,Electrician,Pasir Gudang,1
33,5679,39220,36,0.8707971723381132,6,1,Ahmad 604,Data Scientist,Kota Tinggi,1
48,3708,7477,12,0.5127498997939296,7,4,John 605,Waiter,Pasir Mas,1
40,3178,18400,60,0.3982502348634128,9,4,Ahmad 606,Content Creator,Sepang,1
48,5183,7470,60,0.4971672807176857,7,2,John 607,Social Media Manager,Kuala Kangsar,1
28,1700,3062,24,0.6674155305338311,7,2,Ahmad 608,Clerk,Alor Setar,1
61,4407,42798,12,0.01276542651789736,9,4,John 609,Director,Miri,1
59,1787,20880,12,0.8715518564582477,2,3,Ahmad 610,Doctor,Bukit Mertajam,1
21,6558,35581,12,0.4467395253113928,1,2,John 611,Marketing Manager,Kota Bharu,1
23,7100,45439,48,0.3429665197000782,3,5,Ahmad 612,Accountant,Puchong,1
33,3272,15308,48,0.1382455656340571,0,5,John 613,Human Resources Manager,Sibu,1
48,5856,27027,24,0.43946537435844213,2,3,Ahmad 614,Content Creator,Sibu,1
45,6798,31720,12,0.49632277128437885,8,4,John 615,Marketing Manager,Kulim,1
53,6804,36081,12,0.4036466944934778,6,2,Ahmad 616,Real Estate Agent,Sungai Petani,1
58,5428,10706,60,0.6786600938268971,6,1,John 617,Teacher,Tawau,1
26,6468,10837,60,0.420896528759226,0,4,Ahmad 618,Technician,Miri,0
64,3701,39599,24,0.9614175778465733,6,2,John 619,Waiter,Johor Bahru,1
52,5166,37824,12,0.5992775178235918,9,3,Ahmad 620,Delivery Rider,Mersing,1
41,4065,34073,24,0.807477935651909,6,5,John 621,Factory Worker,Kota Kinabalu,1
36,3532,48115,60,0.10935590310947885,3,3,Ahmad 622,Police Officer,Melaka City,1
41,5072,33088,60,0.3972912929459057,6,2,John 623,Lawyer,Kapit,1
31,5695,29112,48,0.3368477014471527,7,3,Ahmad 624,Business Analyst,Kampar,1
57,7327,27299,24,0.5694823881365918,2,2,John 625,Plumber,Sungai Petani,1
56,5530,35457,24,0.8611135200614256,9,2,Ahmad 626,Nurse,Ampang,1
55,6283,31063,12,0.07833821776200667,1,3,John 627,Plumber,Ampang,1
39,6306,4917,12,0.07257479804471079,6,0,Ahmad 628,Factory Worker,Bahau,0
40,10375,3936,48,0.8503177081575989,4,1,John 629,Human Resources Manager,Cyberjaya,0
38,1700,37630,36,0.21285008603835742,4,4,Ahmad 630,Waiter,Kuala Lumpur,1
61,3624,15506,36,0.6687532544498137,4,5,John 631,Operations Manager,Shah Alam,1
34,7948,29805,36,0.5428781323608052,6,1,Ahmad 632,Editor,Tanah Merah,1
35,4295,15318,24,0.8328935948872295,8,4,John 633,Factory Worker,Kuantan,1
51,6771,49068,24,0.12508890983640353,7,4,Ahmad 634,Architect,Kota Bharu,1
21,5460,27026,60,0.12978296572261128,5,5,John 635,Real Estate Agent,Bukit Mertajam,1
23,9210,28672,24,0.5568183602783076,6,1,Ahmad 636,Doctor,Kuching,1
36,2773,39417,24,0.9463786533583709,8,5,John 637,Nurse,Lahad Datu,1
